family,k_c,log2_M_c,log2_M_c_minus_log2_p,distribution,precision_bits,use_offset,n_samples,seed,aborts,abort_rate,certified_correct,certified_when_wrong,diff_distribution,elapsed_seconds
wide20,15,300.0018559196968,44.00185591969682,product_modMc,6,False,1000000,12838432169445,109338,0.109338,765864,0,"{""-1"": 109338, ""0"": 890662}",4.787
wide20,15,300.0018559196968,44.00185591969682,product_modMc,6,True,1000000,12837739087166,13333,0.013333,765279,0,"{""-1"": 6624, ""0"": 986667, ""1"": 6709}",5.095
wide20,15,300.0018559196968,44.00185591969682,product_modMc,8,False,1000000,12838783013884,27194,0.027194,941469,0,"{""-1"": 27194, ""0"": 972806}",4.81
wide20,15,300.0018559196968,44.00185591969682,product_modMc,8,True,1000000,12840774024021,3381,0.003381,941588,0,"{""-1"": 1718, ""0"": 996619, ""1"": 1663}",4.793
wide20,15,300.0018559196968,44.00185591969682,product_modMc,10,False,1000000,12838563156353,7027,0.007027,985291,0,"{""-1"": 7027, ""0"": 992973}",4.886
wide20,15,300.0018559196968,44.00185591969682,product_modMc,10,True,1000000,12838239172826,890,0.00089,985515,0,"{""-1"": 454, ""0"": 999110, ""1"": 436}",4.874
wide20,15,300.0018559196968,44.00185591969682,product_modMc,12,False,1000000,12839517718424,1744,0.001744,996346,0,"{""-1"": 1744, ""0"": 998256}",5.166
wide20,15,300.0018559196968,44.00185591969682,product_modMc,12,True,1000000,12838858190577,183,0.000183,996424,0,"{""-1"": 89, ""0"": 999817, ""1"": 94}",5.439
wide20,15,300.0018559196968,44.00185591969682,product_modMc,14,False,1000000,12841210725661,463,0.000463,999064,0,"{""-1"": 463, ""0"": 999537}",5.381
wide20,15,300.0018559196968,44.00185591969682,product_modMc,14,True,1000000,12841020697718,49,4.9e-05,999120,0,"{""-1"": 25, ""0"": 999951, ""1"": 24}",5.22
wide20,15,300.0018559196968,44.00185591969682,product_modMc,16,False,1000000,12840808876963,98,9.8e-05,999793,0,"{""-1"": 98, ""0"": 999902}",5.262
wide20,15,300.0018559196968,44.00185591969682,product_modMc,16,True,1000000,12837934756604,15,1.5e-05,999765,0,"{""-1"": 11, ""0"": 999985, ""1"": 4}",5.382
wide20,15,300.0018559196968,44.00185591969682,product_modp,6,False,1000000,12839083160753,1000000,1.0,0,0,"{""-1"": 1000000}",4.503
wide20,15,300.0018559196968,44.00185591969682,product_modp,6,True,1000000,12838925390211,500504,0.500504,0,0,"{""-1"": 500504, ""0"": 499496}",4.241
wide20,15,300.0018559196968,44.00185591969682,product_modp,8,False,1000000,12838862006191,1000000,1.0,0,0,"{""-1"": 1000000}",4.229
wide20,15,300.0018559196968,44.00185591969682,product_modp,8,True,1000000,12838672240392,499204,0.499204,0,0,"{""-1"": 499204, ""0"": 500796}",4.213
wide20,15,300.0018559196968,44.00185591969682,product_modp,10,False,1000000,12839582984269,1000000,1.0,0,0,"{""-1"": 1000000}",4.282
wide20,15,300.0018559196968,44.00185591969682,product_modp,10,True,1000000,12839022822687,500136,0.500136,0,0,"{""-1"": 500136, ""0"": 499864}",4.273
wide20,15,300.0018559196968,44.00185591969682,product_modp,12,False,1000000,12839496309579,1000000,1.0,0,0,"{""-1"": 1000000}",4.576
wide20,15,300.0018559196968,44.00185591969682,product_modp,12,True,1000000,12841319547556,500177,0.500177,0,0,"{""-1"": 500177, ""0"": 499823}",4.572
wide20,15,300.0018559196968,44.00185591969682,product_modp,14,False,1000000,12838069804009,1000000,1.0,0,0,"{""-1"": 1000000}",4.579
wide20,15,300.0018559196968,44.00185591969682,product_modp,14,True,1000000,12839791343803,499606,0.499606,0,0,"{""-1"": 499606, ""0"": 500394}",4.574
wide20,15,300.0018559196968,44.00185591969682,product_modp,16,False,1000000,12838707093334,1000000,1.0,0,0,"{""-1"": 1000000}",4.599
wide20,15,300.0018559196968,44.00185591969682,product_modp,16,True,1000000,12838047565487,499779,0.499779,0,0,"{""-1"": 499779, ""0"": 500221}",4.603
wide20,16,320.00215445068966,64.00215445068966,product_modMc,6,False,1000000,12839968994133,116870,0.11687,750035,0,"{""-1"": 116870, ""0"": 883130}",4.846
wide20,16,320.00215445068966,64.00215445068966,product_modMc,6,True,1000000,12841524058798,15788,0.015788,750012,0,"{""-1"": 3939, ""0"": 984212, ""1"": 11849}",4.856
wide20,16,320.00215445068966,64.00215445068966,product_modMc,8,False,1000000,12838239463788,29118,0.029118,937346,0,"{""-1"": 29118, ""0"": 970882}",4.868
wide20,16,320.00215445068966,64.00215445068966,product_modMc,8,True,1000000,12838116544709,3780,0.00378,937189,0,"{""-1"": 914, ""0"": 996220, ""1"": 2866}",4.847
wide20,16,320.00215445068966,64.00215445068966,product_modMc,10,False,1000000,12841327523680,7256,0.007256,984284,0,"{""-1"": 7256, ""0"": 992744}",4.937
wide20,16,320.00215445068966,64.00215445068966,product_modMc,10,True,1000000,12840767099954,966,0.000966,984312,0,"{""-1"": 243, ""0"": 999034, ""1"": 723}",4.943
wide20,16,320.00215445068966,64.00215445068966,product_modMc,12,False,1000000,12839799057783,1772,0.001772,996220,0,"{""-1"": 1772, ""0"": 998228}",5.235
wide20,16,320.00215445068966,64.00215445068966,product_modMc,12,True,1000000,12839072421072,235,0.000235,996097,0,"{""-1"": 51, ""0"": 999765, ""1"": 184}",5.256
wide20,16,320.00215445068966,64.00215445068966,product_modMc,14,False,1000000,12841424694012,465,0.000465,999070,0,"{""-1"": 465, ""0"": 999535}",5.253
wide20,16,320.00215445068966,64.00215445068966,product_modMc,14,True,1000000,12839154553429,53,5.3e-05,999070,0,"{""-1"": 9, ""0"": 999947, ""1"": 44}",5.268
wide20,16,320.00215445068966,64.00215445068966,product_modMc,16,False,1000000,12837748744467,127,0.000127,999759,0,"{""-1"": 127, ""0"": 999873}",5.262
wide20,16,320.00215445068966,64.00215445068966,product_modMc,16,True,1000000,12839572244588,17,1.7e-05,999784,0,"{""-1"": 4, ""0"": 999983, ""1"": 13}",5.269
wide20,16,320.00215445068966,64.00215445068966,product_modp,6,False,1000000,12838940058317,1000000,1.0,0,0,"{""-1"": 1000000}",4.396
wide20,16,320.00215445068966,64.00215445068966,product_modp,6,True,1000000,12840428014118,328161,0.328161,0,0,"{""-1"": 328161, ""0"": 671839}",4.383
wide20,16,320.00215445068966,64.00215445068966,product_modp,8,False,1000000,12838485581906,1000000,1.0,0,0,"{""-1"": 1000000}",4.398
wide20,16,320.00215445068966,64.00215445068966,product_modp,8,True,1000000,12838430033835,328482,0.328482,0,0,"{""-1"": 328482, ""0"": 671518}",4.388
wide20,16,320.00215445068966,64.00215445068966,product_modp,10,False,1000000,12839440143977,1000000,1.0,0,0,"{""-1"": 1000000}",4.457
wide20,16,320.00215445068966,64.00215445068966,product_modp,10,True,1000000,12838747061698,328843,0.328843,0,0,"{""-1"": 328843, ""0"": 671157}",4.467
wide20,16,320.00215445068966,64.00215445068966,product_modp,12,False,1000000,12841401324526,1000000,1.0,0,0,"{""-1"": 1000000}",4.747
wide20,16,320.00215445068966,64.00215445068966,product_modp,12,True,1000000,12838560758599,328883,0.328883,0,0,"{""-1"": 328883, ""0"": 671117}",4.745
wide20,16,320.00215445068966,64.00215445068966,product_modp,14,False,1000000,12839537576453,1000000,1.0,0,0,"{""-1"": 1000000}",4.807
wide20,16,320.00215445068966,64.00215445068966,product_modp,14,True,1000000,12839515582814,328982,0.328982,0,0,"{""-1"": 328982, ""0"": 671018}",4.784
wide20,16,320.00215445068966,64.00215445068966,product_modp,16,False,1000000,12841867855754,1000000,1.0,0,0,"{""-1"": 1000000}",4.799
wide20,16,320.00215445068966,64.00215445068966,product_modp,16,True,1000000,12841208327907,328873,0.328873,0,0,"{""-1"": 328873, ""0"": 671127}",4.802
wide20,17,340.0024612351181,84.00246123511812,product_modMc,6,False,1000000,12841538027320,124628,0.124628,734963,0,"{""-1"": 124628, ""0"": 875372}",5.1
wide20,17,340.0024612351181,84.00246123511812,product_modMc,6,True,1000000,12841346702346,14394,0.014394,734100,0,"{""-1"": 7115, ""0"": 985606, ""1"": 7279}",5.104
wide20,17,340.0024612351181,84.00246123511812,product_modMc,8,False,1000000,12839405567165,31272,0.031272,933315,0,"{""-1"": 31272, ""0"": 968728}",5.121
wide20,17,340.0024612351181,84.00246123511812,product_modMc,8,True,1000000,12838946068879,3610,0.00361,933637,0,"{""-1"": 1777, ""0"": 996390, ""1"": 1833}",5.114
wide20,17,340.0024612351181,84.00246123511812,product_modMc,10,False,1000000,12840024584916,7948,0.007948,983267,0,"{""-1"": 7948, ""0"": 992052}",5.191
wide20,17,340.0024612351181,84.00246123511812,product_modMc,10,True,1000000,12841444134822,903,0.000903,983488,0,"{""-1"": 452, ""0"": 999097, ""1"": 451}",5.193
wide20,17,340.0024612351181,84.00246123511812,product_modMc,12,False,1000000,12841784701017,1998,0.001998,995842,0,"{""-1"": 1998, ""0"": 998002}",5.537
wide20,17,340.0024612351181,84.00246123511812,product_modMc,12,True,1000000,12839445892395,221,0.000221,995851,0,"{""-1"": 122, ""0"": 999779, ""1"": 99}",5.513
wide20,17,340.0024612351181,84.00246123511812,product_modMc,14,False,1000000,12840491116144,511,0.000511,998921,0,"{""-1"": 511, ""0"": 999489}",5.528
wide20,17,340.0024612351181,84.00246123511812,product_modMc,14,True,1000000,12840064910146,45,4.5e-05,998926,0,"{""-1"": 23, ""0"": 999955, ""1"": 22}",5.546
wide20,17,340.0024612351181,84.00246123511812,product_modMc,16,False,1000000,12840304813045,103,0.000103,999767,0,"{""-1"": 103, ""0"": 999897}",5.574
wide20,17,340.0024612351181,84.00246123511812,product_modMc,16,True,1000000,12839543324871,11,1.1e-05,999763,0,"{""-1"": 6, ""0"": 999989, ""1"": 5}",5.575
wide20,17,340.0024612351181,84.00246123511812,product_modp,6,False,1000000,12838811772335,1000000,1.0,0,0,"{""-1"": 1000000}",4.617
wide20,17,340.0024612351181,84.00246123511812,product_modp,6,True,1000000,12838654263937,499335,0.499335,0,0,"{""-1"": 499335, ""0"": 500665}",4.614
wide20,17,340.0024612351181,84.00246123511812,product_modp,8,False,1000000,12841846709190,1000000,1.0,0,0,"{""-1"": 1000000}",4.663
wide20,17,340.0024612351181,84.00246123511812,product_modp,8,True,1000000,12841254290207,500677,0.500677,0,0,"{""-1"": 500677, ""0"": 499323}",4.634
wide20,17,340.0024612351181,84.00246123511812,product_modp,10,False,1000000,12839311857995,1000000,1.0,0,0,"{""-1"": 1000000}",4.688
wide20,17,340.0024612351181,84.00246123511812,product_modp,10,True,1000000,12840899180061,499896,0.499896,0,0,"{""-1"": 499896, ""0"": 500104}",4.686
wide20,17,340.0024612351181,84.00246123511812,product_modp,12,False,1000000,12839930875746,1000000,1.0,0,0,"{""-1"": 1000000}",4.993
wide20,17,340.0024612351181,84.00246123511812,product_modp,12,True,1000000,12841888593595,499701,0.499701,0,0,"{""-1"": 499701, ""0"": 500299}",4.996
wide20,17,340.0024612351181,84.00246123511812,product_modp,14,False,1000000,12838603736441,1000000,1.0,0,0,"{""-1"": 1000000}",5.017
wide20,17,340.0024612351181,84.00246123511812,product_modp,14,True,1000000,12837944208594,499949,0.499949,0,0,"{""-1"": 499949, ""0"": 500051}",5.059
wide20,17,340.0024612351181,84.00246123511812,product_modp,16,False,1000000,12839007441773,1000000,1.0,0,0,"{""-1"": 1000000}",5.043
wide20,17,340.0024612351181,84.00246123511812,product_modp,16,True,1000000,12838581497919,500010,0.50001,0,0,"{""-1"": 500010, ""0"": 499990}",5.023
