family,k_c,log2_M_c,log2_M_c_minus_log2_p,target_frac,pool_size,rejection_attempts,rejection_rate,precision_bits,use_offset,seed,aborts,abort_rate,certified_correct,certified_when_wrong,diff_distribution
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,6,True,191033430110804,4534,0.4534,0,0,"{""-1"": 4534, ""0"": 5466}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,8,False,191033430110804,10000,1.0,0,0,"{""-1"": 10000}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,8,True,191033430110804,3015,0.3015,0,0,"{""-1"": 3015, ""0"": 6985}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,10,False,191033430110804,9997,0.9997,3,0,"{""-1"": 9997, ""0"": 3}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,10,True,191033430110804,907,0.0907,3,0,"{""-1"": 907, ""0"": 9093}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,12,False,191033430110804,3948,0.3948,6052,0,"{""-1"": 3948, ""0"": 6052}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,12,True,191033430110804,228,0.0228,6052,0,"{""-1"": 228, ""0"": 9772}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,14,False,191033430110804,965,0.0965,9035,0,"{""-1"": 965, ""0"": 9035}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,14,True,191033430110804,51,0.0051,9035,0,"{""-1"": 51, ""0"": 9949}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,16,False,191033430110804,224,0.0224,9776,0,"{""-1"": 224, ""0"": 9776}"
standard17,17,272.0212735604559,16.02127356045588,0.005,10000,1984193,0.005039832314699225,16,True,191033430110804,21,0.0021,9776,0,"{""-1"": 21, ""0"": 9979}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,6,False,191035798587564,10000,1.0,0,0,"{""-1"": 10000}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,6,True,191035798587564,3851,0.3851,0,0,"{""-1"": 3851, ""0"": 6149}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,8,False,191035798587564,10000,1.0,0,0,"{""-1"": 10000}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,8,True,191035798587564,1774,0.1774,0,0,"{""-1"": 1774, ""0"": 8226}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,10,False,191035798587564,7833,0.7833,2167,0,"{""-1"": 7833, ""0"": 2167}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,10,True,191035798587564,490,0.049,2167,0,"{""-1"": 490, ""0"": 9510}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,12,False,191035798587564,1946,0.1946,8054,0,"{""-1"": 1946, ""0"": 8054}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,12,True,191035798587564,121,0.0121,8054,0,"{""-1"": 121, ""0"": 9879}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,14,False,191035798587564,509,0.0509,9491,0,"{""-1"": 509, ""0"": 9491}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,14,True,191035798587564,26,0.0026,9491,0,"{""-1"": 26, ""0"": 9974}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,16,False,191035798587564,116,0.0116,9884,0,"{""-1"": 116, ""0"": 9884}"
standard17,17,272.0212735604559,16.02127356045588,0.01,10000,1001255,0.009987465730508212,16,True,191035798587564,7,0.0007,9884,0,"{""-1"": 7, ""0"": 9993}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,6,False,191031643177708,10000,1.0,0,0,"{""-1"": 10000}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,6,True,191031643177708,1422,0.1422,0,0,"{""-1"": 1422, ""0"": 8578}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,8,False,191031643177708,6199,0.6199,3801,0,"{""-1"": 6199, ""0"": 3801}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,8,True,191031643177708,383,0.0383,3801,0,"{""-1"": 383, ""0"": 9617}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,10,False,191031643177708,1602,0.1602,8398,0,"{""-1"": 1602, ""0"": 8398}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,10,True,191031643177708,101,0.0101,8398,0,"{""-1"": 101, ""0"": 9899}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,12,False,191031643177708,394,0.0394,9606,0,"{""-1"": 394, ""0"": 9606}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,12,True,191031643177708,29,0.0029,9606,0,"{""-1"": 29, ""0"": 9971}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,14,False,191031643177708,105,0.0105,9895,0,"{""-1"": 105, ""0"": 9895}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,14,True,191031643177708,10,0.001,9895,0,"{""-1"": 10, ""0"": 9990}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,16,False,191031643177708,33,0.0033,9967,0,"{""-1"": 33, ""0"": 9967}"
standard17,17,272.0212735604559,16.02127356045588,0.05,10000,200259,0.04993533374280307,16,True,191031643177708,1,0.0001,9967,0,"{""-1"": 1, ""0"": 9999}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,6,False,191034196207577,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,6,True,191034196207577,4868,0.4868,0,0,"{""-1"": 4868, ""0"": 5132}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,8,False,191034196207577,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,8,True,191034196207577,4542,0.4542,0,0,"{""-1"": 4542, ""0"": 5458}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,10,False,191034196207577,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,10,True,191034196207577,3179,0.3179,0,0,"{""-1"": 3179, ""0"": 6821}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,12,False,191034196207577,9979,0.9979,21,0,"{""-1"": 9979, ""0"": 21}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,12,True,191034196207577,986,0.0986,21,0,"{""-1"": 986, ""0"": 9014}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,14,False,191034196207577,3740,0.374,6260,0,"{""-1"": 3740, ""0"": 6260}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,14,True,191034196207577,238,0.0238,6260,0,"{""-1"": 238, ""0"": 9762}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,16,False,191034196207577,939,0.0939,9061,0,"{""-1"": 939, ""0"": 9061}"
wide20,13,260.0013193839023,4.001319383902285,0.001,10000,9998421,0.0010001579249363473,16,True,191034196207577,75,0.0075,9061,0,"{""-1"": 75, ""0"": 9925}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,6,False,191032525654134,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,6,True,191032525654134,4349,0.4349,0,0,"{""-1"": 4349, ""0"": 5651}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,8,False,191032525654134,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,8,True,191032525654134,2761,0.2761,0,0,"{""-1"": 2761, ""0"": 7239}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,10,False,191032525654134,9786,0.9786,214,0,"{""-1"": 9786, ""0"": 214}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,10,True,191032525654134,765,0.0765,214,0,"{""-1"": 765, ""0"": 9235}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,12,False,191032525654134,2903,0.2903,7097,0,"{""-1"": 2903, ""0"": 7097}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,12,True,191032525654134,165,0.0165,7097,0,"{""-1"": 165, ""0"": 9835}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,14,False,191032525654134,737,0.0737,9263,0,"{""-1"": 737, ""0"": 9263}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,14,True,191032525654134,56,0.0056,9263,0,"{""-1"": 56, ""0"": 9944}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,16,False,191032525654134,183,0.0183,9817,0,"{""-1"": 183, ""0"": 9817}"
wide20,13,260.0013193839023,4.001319383902285,0.005,10000,2050642,0.0048765215966511954,16,True,191032525654134,18,0.0018,9817,0,"{""-1"": 18, ""0"": 9982}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,6,False,191033786834638,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,6,True,191033786834638,3784,0.3784,0,0,"{""-1"": 3784, ""0"": 6216}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,8,False,191033786834638,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,8,True,191033786834638,1523,0.1523,0,0,"{""-1"": 1523, ""0"": 8477}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,10,False,191033786834638,5835,0.5835,4165,0,"{""-1"": 5835, ""0"": 4165}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,10,True,191033786834638,372,0.0372,4165,0,"{""-1"": 372, ""0"": 9628}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,12,False,191033786834638,1430,0.143,8570,0,"{""-1"": 1430, ""0"": 8570}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,12,True,191033786834638,87,0.0087,8570,0,"{""-1"": 87, ""0"": 9913}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,14,False,191033786834638,354,0.0354,9646,0,"{""-1"": 354, ""0"": 9646}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,14,True,191033786834638,26,0.0026,9646,0,"{""-1"": 26, ""0"": 9974}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,16,False,191033786834638,86,0.0086,9914,0,"{""-1"": 86, ""0"": 9914}"
wide20,13,260.0013193839023,4.001319383902285,0.01,10000,996549,0.010034629506426678,16,True,191033786834638,5,0.0005,9914,0,"{""-1"": 5, ""0"": 9995}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,6,False,191032988192391,10000,1.0,0,0,"{""-1"": 10000}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,6,True,191032988192391,1247,0.1247,0,0,"{""-1"": 1247, ""0"": 8753}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,8,False,191032988192391,4776,0.4776,5224,0,"{""-1"": 4776, ""0"": 5224}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,8,True,191032988192391,318,0.0318,5224,0,"{""-1"": 318, ""0"": 9682}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,10,False,191032988192391,1218,0.1218,8782,0,"{""-1"": 1218, ""0"": 8782}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,10,True,191032988192391,69,0.0069,8782,0,"{""-1"": 69, ""0"": 9931}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,12,False,191032988192391,290,0.029,9710,0,"{""-1"": 290, ""0"": 9710}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,12,True,191032988192391,19,0.0019,9710,0,"{""-1"": 19, ""0"": 9981}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,14,False,191032988192391,74,0.0074,9926,0,"{""-1"": 74, ""0"": 9926}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,14,True,191032988192391,3,0.0003,9926,0,"{""-1"": 3, ""0"": 9997}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,16,False,191032988192391,15,0.0015,9985,0,"{""-1"": 15, ""0"": 9985}"
wide20,13,260.0013193839023,4.001319383902285,0.05,10000,200920,0.049771053155484773,16,True,191032988192391,1,0.0001,9985,0,"{""-1"": 1, ""0"": 9999}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,6,False,191033475131511,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,6,True,191033475131511,4872,0.4872,0,0,"{""-1"": 4872, ""0"": 5128}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,8,False,191033475131511,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,8,True,191033475131511,4602,0.4602,0,0,"{""-1"": 4602, ""0"": 5398}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,10,False,191033475131511,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,10,True,191033475131511,3372,0.3372,0,0,"{""-1"": 3372, ""0"": 6628}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,12,False,191033475131511,9999,0.9999,1,0,"{""-1"": 9999, ""0"": 1}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,12,True,191033475131511,1091,0.1091,1,0,"{""-1"": 1091, ""0"": 8909}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,14,False,191033475131511,4363,0.4363,5637,0,"{""-1"": 4363, ""0"": 5637}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,14,True,191033475131511,252,0.0252,5637,0,"{""-1"": 252, ""0"": 9748}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,16,False,191033475131511,1096,0.1096,8904,0,"{""-1"": 1096, ""0"": 8904}"
wide20,15,300.0018559196968,44.00185591969682,0.001,10000,10034105,0.0009966010919758165,16,True,191033475131511,58,0.0058,8904,0,"{""-1"": 58, ""0"": 9942}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,6,False,191034054049421,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,6,True,191034054049421,4486,0.4486,0,0,"{""-1"": 4486, ""0"": 5514}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,8,False,191034054049421,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,8,True,191034054049421,2900,0.29,0,0,"{""-1"": 2900, ""0"": 7100}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,10,False,191034054049421,9952,0.9952,48,0,"{""-1"": 9952, ""0"": 48}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,10,True,191034054049421,838,0.0838,48,0,"{""-1"": 838, ""0"": 9162}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,12,False,191034054049421,3381,0.3381,6619,0,"{""-1"": 3381, ""0"": 6619}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,12,True,191034054049421,208,0.0208,6619,0,"{""-1"": 208, ""0"": 9792}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,14,False,191034054049421,842,0.0842,9158,0,"{""-1"": 842, ""0"": 9158}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,14,True,191034054049421,49,0.0049,9158,0,"{""-1"": 49, ""0"": 9951}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,16,False,191034054049421,192,0.0192,9808,0,"{""-1"": 192, ""0"": 9808}"
wide20,15,300.0018559196968,44.00185591969682,0.005,10000,2017006,0.004957843457084411,16,True,191034054049421,18,0.0018,9808,0,"{""-1"": 18, ""0"": 9982}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,6,False,191035315229925,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,6,True,191035315229925,3917,0.3917,0,0,"{""-1"": 3917, ""0"": 6083}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,8,False,191035315229925,10000,1.0,0,0,"{""-1"": 10000}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,8,True,191035315229925,1714,0.1714,0,0,"{""-1"": 1714, ""0"": 8286}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,10,False,191035315229925,6887,0.6887,3113,0,"{""-1"": 6887, ""0"": 3113}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,10,True,191035315229925,429,0.0429,3113,0,"{""-1"": 429, ""0"": 9571}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,12,False,191035315229925,1722,0.1722,8278,0,"{""-1"": 1722, ""0"": 8278}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,12,True,191035315229925,103,0.0103,8278,0,"{""-1"": 103, ""0"": 9897}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,14,False,191035315229925,431,0.0431,9569,0,"{""-1"": 431, ""0"": 9569}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,14,True,191035315229925,17,0.0017,9569,0,"{""-1"": 17, ""0"": 9983}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,16,False,191035315229925,106,0.0106,9894,0,"{""-1"": 106, ""0"": 9894}"
wide20,15,300.0018559196968,44.00185591969682,0.01,10000,993129,0.010069185372695792,16,True,191035315229925,4,0.0004,9894,0,"{""-1"": 4, ""0"": 9996}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,6,False,191031730245413,9998,0.9998,2,0,"{""-1"": 9998, ""0"": 2}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,6,True,191031730245413,1352,0.1352,2,0,"{""-1"": 1352, ""0"": 8648}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,8,False,191031730245413,5492,0.5492,4508,0,"{""-1"": 5492, ""0"": 4508}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,8,True,191031730245413,363,0.0363,4508,0,"{""-1"": 363, ""0"": 9637}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,10,False,191031730245413,1387,0.1387,8613,0,"{""-1"": 1387, ""0"": 8613}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,10,True,191031730245413,92,0.0092,8613,0,"{""-1"": 92, ""0"": 9908}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,12,False,191031730245413,354,0.0354,9646,0,"{""-1"": 354, ""0"": 9646}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,12,True,191031730245413,25,0.0025,9646,0,"{""-1"": 25, ""0"": 9975}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,14,False,191031730245413,99,0.0099,9901,0,"{""-1"": 99, ""0"": 9901}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,14,True,191031730245413,5,0.0005,9901,0,"{""-1"": 5, ""0"": 9995}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,16,False,191031730245413,20,0.002,9980,0,"{""-1"": 20, ""0"": 9980}"
wide20,15,300.0018559196968,44.00185591969682,0.05,10000,198503,0.05037707238681531,16,True,191031730245413,2,0.0002,9980,0,"{""-1"": 2, ""0"": 9998}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,6,False,191032569956513,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,6,True,191032569956513,3192,0.3192,0,0,"{""-1"": 3192, ""0"": 6808}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,8,False,191032569956513,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,8,True,191032569956513,2856,0.2856,0,0,"{""-1"": 2856, ""0"": 7144}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,10,False,191032569956513,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,10,True,191032569956513,1893,0.1893,0,0,"{""-1"": 1893, ""0"": 8107}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,12,False,191032569956513,9999,0.9999,1,0,"{""-1"": 9999, ""0"": 1}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,12,True,191032569956513,565,0.0565,1,0,"{""-1"": 565, ""0"": 9435}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,14,False,191032569956513,4588,0.4588,5412,0,"{""-1"": 4588, ""0"": 5412}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,14,True,191032569956513,144,0.0144,5412,0,"{""-1"": 144, ""0"": 9856}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,16,False,191032569956513,1165,0.1165,8835,0,"{""-1"": 1165, ""0"": 8835}"
wide20,16,320.00215445068966,64.00215445068966,0.001,10000,9922335,0.0010078272906528555,16,True,191032569956513,52,0.0052,8835,0,"{""-1"": 52, ""0"": 9948}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,6,False,191033148874423,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,6,True,191033148874423,2799,0.2799,0,0,"{""-1"": 2799, ""0"": 7201}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,8,False,191033148874423,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,8,True,191033148874423,1673,0.1673,0,0,"{""-1"": 1673, ""0"": 8327}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,10,False,191033148874423,9987,0.9987,13,0,"{""-1"": 9987, ""0"": 13}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,10,True,191033148874423,455,0.0455,13,0,"{""-1"": 455, ""0"": 9545}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,12,False,191033148874423,3602,0.3602,6398,0,"{""-1"": 3602, ""0"": 6398}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,12,True,191033148874423,105,0.0105,6398,0,"{""-1"": 105, ""0"": 9895}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,14,False,191033148874423,899,0.0899,9101,0,"{""-1"": 899, ""0"": 9101}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,14,True,191033148874423,35,0.0035,9101,0,"{""-1"": 35, ""0"": 9965}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,16,False,191033148874423,216,0.0216,9784,0,"{""-1"": 216, ""0"": 9784}"
wide20,16,320.00215445068966,64.00215445068966,0.005,10000,1984621,0.005038745433007108,16,True,191033148874423,6,0.0006,9784,0,"{""-1"": 6, ""0"": 9994}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,6,False,191032160583574,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,6,True,191032160583574,2338,0.2338,0,0,"{""-1"": 2338, ""0"": 7662}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,8,False,191032160583574,10000,1.0,0,0,"{""-1"": 10000}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,8,True,191032160583574,954,0.0954,0,0,"{""-1"": 954, ""0"": 9046}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,10,False,191032160583574,7247,0.7247,2753,0,"{""-1"": 7247, ""0"": 2753}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,10,True,191032160583574,235,0.0235,2753,0,"{""-1"": 235, ""0"": 9765}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,12,False,191032160583574,1884,0.1884,8116,0,"{""-1"": 1884, ""0"": 8116}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,12,True,191032160583574,39,0.0039,8116,0,"{""-1"": 39, ""0"": 9961}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,14,False,191032160583574,474,0.0474,9526,0,"{""-1"": 474, ""0"": 9526}"
wide20,16,320.00215445068966,64.00215445068966,0.01,10000,1001823,0.009981803172815957,14,True,191032160583574,14,0.0014,9526,0,"{""-1"": 14, ""0"": 9986}"
